,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Jul 18, 07:00 pm",25.918,3276.1,0.981197,4.765,289
"Jul 18, 08:00 pm",26.075,3544.55,0.981007,4.893,278
"Jul 18, 09:00 pm",26.257,4070.76,0.981077,4.994,314
"Jul 18, 10:00 pm",25.863,2836.48,0.981153,4.618,317
"Jul 18, 11:00 pm",24.942,3140.42,0.981265,4.716,317
"Jul 19, 12:00 am",21.021,7342.72,0.981413,5.731,340
"Jul 19, 01:00 am",18.734,19530.4,0.98182,7.542,2
"Jul 19, 02:00 am",18.688,35682.5,0.982146,9.353,4
"Jul 19, 03:00 am",17.878,28871.9,0.982265,8.627,14
"Jul 19, 04:00 am",16.778,26068.3,0.982141,8.349,18
"Jul 19, 05:00 am",15.435,20731.9,0.982455,7.731,34
"Jul 19, 06:00 am",14.338,17551.7,0.982778,7.268,39
"Jul 19, 07:00 am",13.841,8806.38,0.982958,5.951,40
"Jul 19, 08:00 am",13.371,7183.23,0.983017,5.623,43
"Jul 19, 09:00 am",12.654,5068.76,0.983464,5.189,44
"Jul 19, 10:00 am",12.208,3177.17,0.983746,4.686,40
"Jul 19, 11:00 am",13.942,1937.73,0.984171,4.244,48
"Jul 19, 12:00 pm",17.355,0,0.984386,2.395,46
"Jul 19, 01:00 pm",19.965,0,0.984536,1.924,32
"Jul 19, 02:00 pm",21.753,0,0.984543,2.373,13
"Jul 19, 03:00 pm",22.727,0,0.984439,2.726,351
"Jul 19, 04:00 pm",23.5,0,0.984131,3.133,348
"Jul 19, 05:00 pm",24.231,0,0.983917,3.304,346
"Jul 19, 06:00 pm",24.736,838.883,0.983593,3.782,336
"Jul 19, 07:00 pm",24.652,1513.05,0.983323,4.094,350
"Jul 19, 08:00 pm",24.615,1452.83,0.983044,4.068,321
"Jul 19, 09:00 pm",25.076,1550.57,0.982825,4.116,353
"Jul 19, 10:00 pm",24.548,2359.63,0.982795,4.472,337
"Jul 19, 11:00 pm",23.924,1422.97,0.982577,4.048,352
"Jul 20, 12:00 am",20.032,7418.22,0.982379,5.687,9
"Jul 20, 01:00 am",18.154,2826.38,0.982408,4.616,20
"Jul 20, 02:00 am",17.44,1764.52,0.982418,4.225,23
"Jul 20, 03:00 am",16.655,2076.55,0.982291,4.333,21
"Jul 20, 04:00 am",15.845,4417.11,0.982054,5.087,21
"Jul 20, 05:00 am",14.885,4427.52,0.981952,5.108,27
"Jul 20, 06:00 am",14.403,4044.83,0.982215,4.981,33
"Jul 20, 07:00 am",13.685,2899.43,0.982196,4.607,37
"Jul 20, 08:00 am",12.632,0,0.982373,3.166,42
"Jul 20, 09:00 am",12.408,0,0.982688,2.877,64
"Jul 20, 10:00 am",11.793,0,0.98287,1.989,75
"Jul 20, 11:00 am",13.454,0,0.983049,1.977,88
"Jul 20, 12:00 pm",16.716,0,0.98317,0.834,104
"Jul 20, 01:00 pm",19.591,0,0.983165,0.724,72
"Jul 20, 02:00 pm",22.001,0,0.983131,1.37,32
"Jul 20, 03:00 pm",23.492,0,0.983075,2.074,16
"Jul 20, 04:00 pm",24.528,0,0.982787,2.42,353
"Jul 20, 05:00 pm",25.468,0,0.982522,3.032,345
"Jul 20, 06:00 pm",26.082,0,0.982068,3.024,344
"Jul 20, 07:00 pm",26.538,0,0.981635,2.866,343
"Jul 20, 08:00 pm",26.769,0,0.981187,3.275,333
"Jul 20, 09:00 pm",26.866,0,0.980873,2.074,325
"Jul 20, 10:00 pm",26.734,0,0.980606,2.774,8
"Jul 20, 11:00 pm",26.006,0,0.980401,1.465,22
"Jul 21, 12:00 am",21.33,0,0.98034,2.022,23
"Jul 21, 01:00 am",18.573,0,0.980351,1.831,31
"Jul 21, 02:00 am",17.52,0,0.980372,2.763,35
"Jul 21, 03:00 am",17.008,873.897,0.980452,3.767,63
"Jul 21, 04:00 am",16.488,1687.31,0.980422,4.204,84
"Jul 21, 05:00 am",15.78,0,0.980417,2.696,110
"Jul 21, 06:00 am",15.113,1899.61,0.980705,4.235,111
"Jul 21, 07:00 am",14.624,2839.63,0.980836,4.582,111
"Jul 21, 08:00 am",14.345,2073.87,0.981032,4.3,116
"Jul 21, 09:00 am",13.715,2071.17,0.981133,4.298,117
"Jul 21, 10:00 am",13.188,3756.6,0.981266,4.87,120
"Jul 21, 11:00 am",15.465,15825.7,0.981449,7.061,120
"Jul 21, 12:00 pm",19.016,11117.2,0.981442,6.405,116
"Jul 21, 01:00 pm",21.81,1443.7,0.981481,4.062,128
"Jul 21, 02:00 pm",24.112,1529.01,0.981263,4.107,132
"Jul 21, 03:00 pm",26.042,675.003,0.980811,3.673,138
"Jul 21, 04:00 pm",27.358,0,0.980473,2.947,168
"Jul 21, 05:00 pm",28.172,0,0.980203,2.538,182
"Jul 21, 06:00 pm",28.873,0,0.979544,2.766,182
"Jul 21, 07:00 pm",29.089,0,0.979095,3.578,175
"Jul 21, 08:00 pm",29.644,1871.82,0.978526,4.256,169
"Jul 21, 09:00 pm",29.657,5061.43,0.978241,5.279,164
"Jul 21, 10:00 pm",28.997,5861.54,0.978006,5.461,167
"Jul 21, 11:00 pm",24.492,1481.79,0.978025,4.091,284
"Jul 22, 12:00 am",22.896,0,0.977611,1.263,39
"Jul 22, 01:00 am",22.764,3896.08,0.977473,4.95,124
"Jul 22, 02:00 am",23.655,30464.5,0.977548,8.953,151
"Jul 22, 03:00 am",20.834,16840.6,0.978829,7.233,303
"Jul 22, 04:00 am",20.601,4024.85,0.978484,5.025,332
"Jul 22, 05:00 am",20.823,0,0.978446,2.598,316
"Jul 22, 06:00 am",20.627,0,0.9784,3.081,166
"Jul 22, 07:00 am",20.65,3678.83,0.977744,4.872,140
"Jul 22, 08:00 am",20.764,0,0.978035,3.582,179
"Jul 22, 09:00 am",20.783,7831.66,0.978002,5.788,175
"Jul 22, 10:00 am",20.989,19284.7,0.978065,7.532,171
"Jul 22, 11:00 am",21.171,17467.8,0.977764,7.3,171
"Jul 22, 12:00 pm",21.402,25857.8,0.977672,8.328,169
"Jul 22, 01:00 pm",21.932,24347.7,0.977621,8.169,177
"Jul 22, 02:00 pm",22.631,26821.4,0.977595,8.459,184
"Jul 22, 03:00 pm",22.363,34673.7,0.97777,9.304,192
"Jul 22, 04:00 pm",23.367,40796.2,0.977802,10.064,206
"Jul 22, 05:00 pm",23.817,35317.7,0.977964,9.531,206
"Jul 22, 06:00 pm",24.571,38178.2,0.977906,9.74,197
"Jul 22, 07:00 pm",25.059,32976.3,0.977701,9.179,199
"Jul 22, 08:00 pm",25.276,28258.5,0.977623,8.729,201
"Jul 22, 09:00 pm",25.361,19435.8,0.977458,7.611,220
"Jul 22, 10:00 pm",24.643,2440.61,0.977446,4.466,223
"Jul 22, 11:00 pm",24.121,6301.39,0.977366,5.522,224
"Jul 23, 12:00 am",23.005,10880.8,0.97746,6.41,217
"Jul 23, 01:00 am",22.364,14558.2,0.977673,7.041,208
"Jul 23, 02:00 am",21.023,12670.7,0.977819,6.715,216
"Jul 23, 03:00 am",20.602,4326.14,0.977832,5.044,221
"Jul 23, 04:00 am",20.404,2049.34,0.977838,4.312,232
"Jul 23, 05:00 am",20.621,1311.42,0.97794,4.025,277
"Jul 23, 06:00 am",20.53,713.49,0.978095,3.715,334
"Jul 23, 07:00 am",20.653,0,0.978301,3.234,353
"Jul 23, 08:00 am",20.495,0,0.978452,3.207,356
"Jul 23, 09:00 am",20.052,3527.46,0.978414,4.823,3
"Jul 23, 10:00 am",19.626,1198.53,0.978834,3.937,17
"Jul 23, 11:00 am",19.66,0,0.978892,2.802,22
"Jul 23, 12:00 pm",19.918,0,0.979205,1.548,8
"Jul 23, 01:00 pm",20.684,0,0.979373,0.62,357
"Jul 23, 02:00 pm",21.695,0,0.979575,0.826,6
"Jul 23, 03:00 pm",23.545,0,0.979596,1.504,332
"Jul 23, 04:00 pm",25.84,0,0.979345,1.766,334
"Jul 23, 05:00 pm",26.937,0,0.979175,3.327,335
"Jul 23, 06:00 pm",27.313,1272.02,0.978989,3.988,309
"Jul 23, 07:00 pm",28.153,3290.89,0.978623,4.803,326
"Jul 23, 08:00 pm",28.538,1851.88,0.978187,4.258,343
"Jul 23, 09:00 pm",28.483,2821.89,0.977936,4.666,329
"Jul 23, 10:00 pm",28.316,2160.9,0.977675,4.389,341
"Jul 23, 11:00 pm",27.346,3281.43,0.977547,4.825,336
"Jul 24, 12:00 am",23.454,2098.7,0.97758,4.329,348
"Jul 24, 01:00 am",21.518,2468.25,0.977689,4.465,353
"Jul 24, 02:00 am",20.489,2114.22,0.977932,4.335,344
"Jul 24, 03:00 am",19.902,1043.22,0.977874,3.854,345
"Jul 24, 04:00 am",19.222,1707.89,0.977858,4.17,348
"Jul 24, 05:00 am",18.854,3791.09,0.977956,4.893,350
"Jul 24, 06:00 am",18.271,8032.58,0.978157,5.819,347
"Jul 24, 07:00 am",17.213,4043.82,0.978537,4.956,354
"Jul 24, 08:00 am",16.473,0,0.978861,2.341,4
"Jul 24, 09:00 am",15.967,0,0.979008,1.402,345
"Jul 24, 10:00 am",15.452,0,0.979416,1.023,329
"Jul 24, 11:00 am",16.687,0,0.979672,1.343,313
"Jul 24, 12:00 pm",19.881,0,0.979913,1.219,309
"Jul 24, 01:00 pm",22.541,0,0.980089,0.518,265
"Jul 24, 02:00 pm",24.838,0,0.979949,1.247,282
"Jul 24, 03:00 pm",26.44,0,0.979857,2.002,286
"Jul 24, 04:00 pm",27.672,0,0.979566,2.178,273
"Jul 24, 05:00 pm",28.579,0,0.979388,3.001,271
"Jul 24, 06:00 pm",29.387,0,0.978989,3.201,280
"Jul 24, 07:00 pm",29.871,0,0.978565,3.523,277
"Jul 24, 08:00 pm",30.229,1269.76,0.978274,4.031,264
"Jul 24, 09:00 pm",29.685,3340,0.978062,4.853,277
"Jul 24, 10:00 pm",30.13,3470.46,0.977763,4.911,275
"Jul 24, 11:00 pm",29.148,4117.74,0.977633,5.104,268
"Jul 25, 12:00 am",25.46,3392.58,0.977564,4.882,271
"Jul 25, 01:00 am",23.511,4519.05,0.977669,5.192,270
"Jul 25, 02:00 am",22.324,845.157,0.977774,3.803,273
"Jul 25, 03:00 am",21.062,0,0.977778,3.315,260
"Jul 25, 04:00 am",19.965,0,0.977884,2.396,267
"Jul 25, 05:00 am",19.258,0,0.978044,2.729,272
"Jul 25, 06:00 am",18.545,0,0.978388,2.645,258
"Jul 25, 07:00 am",18.077,0,0.978662,2.862,242
"Jul 25, 08:00 am",17.616,0,0.97902,2.769,231
"Jul 25, 09:00 am",17.344,0,0.979037,3.214,251
"Jul 25, 10:00 am",16.914,0,0.9795,2.986,229
"Jul 25, 11:00 am",18.101,0,0.979739,2.827,233
"Jul 25, 12:00 pm",21.407,0,0.979812,3.144,225
"Jul 25, 01:00 pm",24.473,0,0.979761,2.568,230
"Jul 25, 02:00 pm",27.179,796.363,0.979703,3.745,237
"Jul 25, 03:00 pm",28.988,2814.33,0.979586,4.633,234
"Jul 25, 04:00 pm",30.094,4565.99,0.979218,5.144,246
"Jul 25, 05:00 pm",30.9,5125.38,0.978961,5.294,247
"Jul 25, 06:00 pm",31.626,4703.21,0.978531,5.187,251
"Jul 25, 07:00 pm",32.248,3128.06,0.978165,4.752,256
"Jul 25, 08:00 pm",32.537,5510.24,0.977917,5.487,268
"Jul 25, 09:00 pm",32.595,4154.16,0.977464,5.129,269
"Jul 25, 10:00 pm",32.37,2663.34,0.977224,4.629,263
"Jul 25, 11:00 pm",31.277,3053.94,0.977084,4.719,246
"Jul 26, 12:00 am",27.433,11354.3,0.977253,6.534,237
"Jul 26, 01:00 am",25.534,20798.9,0.977398,7.8,220
"Jul 26, 02:00 am",24.494,26818.2,0.977681,8.49,220
"Jul 26, 03:00 am",23.836,29855.1,0.977775,8.783,226
"Jul 26, 04:00 am",22.848,34888.5,0.977822,9.342,227
"Jul 26, 05:00 am",21.785,25945,0.977971,8.36,232
"Jul 26, 06:00 am",21.236,25809.6,0.978159,8.333,245
"Jul 26, 07:00 am",21.167,4958.82,0.978601,5.209,250
"Jul 26, 08:00 am",20.559,5606.02,0.978824,5.372,230
"Jul 26, 09:00 am",20.092,12542.3,0.97892,6.668,241
"Jul 26, 10:00 am",19.746,10494.3,0.97916,6.266,232
"Jul 26, 11:00 am",20.649,6295.74,0.979433,5.507,226
"Jul 26, 12:00 pm",23.724,2568.16,0.979441,4.51,223
"Jul 26, 01:00 pm",25.985,0,0.979448,3.588,230
"Jul 26, 02:00 pm",27.997,1738.43,0.979422,4.212,237
"Jul 26, 03:00 pm",29.759,6260.84,0.979099,5.539,251
"Jul 26, 04:00 pm",30.67,10189.1,0.978797,6.346,262
"Jul 26, 05:00 pm",30.734,5408.33,0.978565,5.396,259
"Jul 26, 06:00 pm",31.864,3896.71,0.977925,4.979,254
"Jul 26, 07:00 pm",29.648,15406.6,0.977443,7.108,245
"Jul 26, 08:00 pm",30.294,0,0.976964,3.263,238
"Jul 26, 09:00 pm",26.293,44609.3,0.977431,10.368,229
"Jul 26, 10:00 pm",26.031,12860.7,0.97812,6.774,257
"Jul 26, 11:00 pm",24.623,0,0.977288,3.604,231
"Jul 27, 12:00 am",23.832,4837.21,0.977605,5.182,172
"Jul 27, 01:00 am",23.089,2582.45,0.977772,4.559,157
"Jul 27, 02:00 am",22.568,0,0.977767,3.372,199
"Jul 27, 03:00 am",22.764,3169.43,0.978066,4.746,281
"Jul 27, 04:00 am",22.621,2469.28,0.978434,4.536,266
"Jul 27, 05:00 am",22.117,0,0.978635,3.081,237
"Jul 27, 06:00 am",21.119,5839.68,0.979208,5.51,267
"Jul 27, 07:00 am",20.743,11364.7,0.97908,6.52,259
"Jul 27, 08:00 am",19.834,2165.43,0.979236,4.366,259
"Jul 27, 09:00 am",19.49,0,0.979652,2.247,254
"Jul 27, 10:00 am",18.522,0,0.980065,1.769,214
"Jul 27, 11:00 am",19.362,0,0.980415,2.657,204
"Jul 27, 12:00 pm",21.466,0,0.980769,2.441,216
"Jul 27, 01:00 pm",23.311,0,0.980712,2.342,252
"Jul 27, 02:00 pm",24.771,0,0.980612,2.15,272
"Jul 27, 03:00 pm",26.166,0,0.980491,0.94,265
"Jul 27, 04:00 pm",27.496,0,0.980158,1.133,241
"Jul 27, 05:00 pm",28.501,0,0.979955,1.714,219
"Jul 27, 06:00 pm",29.466,0,0.979366,1.563,239
"Jul 27, 07:00 pm",30.389,0,0.978533,2.429,245
"Jul 27, 08:00 pm",30.91,577.445,0.977968,3.631,250
"Jul 27, 09:00 pm",31.026,0,0.977606,3.523,261
"Jul 27, 10:00 pm",30.917,0,0.977324,2.966,278
"Jul 27, 11:00 pm",29.867,0,0.97734,2.363,239
"Jul 28, 12:00 am",26.235,0,0.977503,3.137,216
"Jul 28, 01:00 am",25.201,0,0.977632,2.66,217
"Jul 28, 02:00 am",24.244,0,0.977638,0.834,138
"Jul 28, 03:00 am",24.306,0,0.977889,3.397,163
"Jul 28, 04:00 am",23.132,2927.51,0.977643,4.655,196
"Jul 28, 05:00 am",22.758,8280.99,0.977846,5.956,201
"Jul 28, 06:00 am",22.317,14916,0.977881,7.013,217
"Jul 28, 07:00 am",22.022,7528.61,0.977933,5.74,219
"Jul 28, 08:00 am",22.431,11021.1,0.97815,6.444,197
"Jul 28, 09:00 am",22.029,9366.11,0.978117,6.133,213
"Jul 28, 10:00 am",21.701,10583.7,0.97823,6.336,215
"Jul 28, 11:00 am",22.34,10064.4,0.97841,6.213,217
"Jul 28, 12:00 pm",23.482,2111.79,0.97855,4.369,212
"Jul 28, 01:00 pm",24.459,1507.21,0.9786,4.097,225
"Jul 28, 02:00 pm",25.87,1518.8,0.978368,4.112,244
"Jul 28, 03:00 pm",26.775,0,0.978245,3.501,240
"Jul 28, 04:00 pm",26.98,0,0.977596,3.14,242
"Jul 28, 05:00 pm",27.025,0,0.976782,3.307,206
"Jul 28, 06:00 pm",24.197,14682.7,0.977073,6.978,221
"Jul 28, 07:00 pm",23.876,0,0.976646,3.4,209
"Jul 28, 08:00 pm",26.085,7478.23,0.975877,5.755,219
"Jul 28, 09:00 pm",23.164,7371.74,0.975881,5.714,230
"Jul 28, 10:00 pm",24.541,0,0.975394,3.265,225
"Jul 28, 11:00 pm",24.632,0,0.975401,3.454,180
"Jul 29, 12:00 am",22.735,20209.5,0.975535,7.69,192
"Jul 29, 01:00 am",21.584,13029.3,0.975468,6.739,189
"Jul 29, 02:00 am",21.374,21430.6,0.975341,7.837,178
"Jul 29, 03:00 am",21.24,23020.1,0.975092,8.022,184
"Jul 29, 04:00 am",21.365,24931,0.974945,8.235,192
"Jul 29, 05:00 am",21.575,18628,0.975056,7.469,193
"Jul 29, 06:00 am",21.492,25662,0.975009,8.314,190
"Jul 29, 07:00 am",21.6,19838.1,0.9749,7.687,199
"Jul 29, 08:00 am",21.578,19421.5,0.97498,7.675,204
"Jul 29, 09:00 am",21.38,19877.7,0.975166,7.722,211
"Jul 29, 10:00 am",21.693,22827.2,0.975456,8.064,214
"Jul 29, 11:00 am",22.259,26577.6,0.975669,8.442,221
"Jul 29, 12:00 pm",22.583,16569.5,0.976194,7.217,232
"Jul 29, 01:00 pm",23.389,9470.01,0.976638,6.117,239
"Jul 29, 02:00 pm",24.082,8382.42,0.976934,5.937,247
"Jul 29, 03:00 pm",25.411,8214.46,0.97718,5.91,251
"Jul 29, 04:00 pm",26.833,9573.28,0.977108,6.172,258
"Jul 29, 05:00 pm",28.109,10558.3,0.976937,6.425,262
"Jul 29, 06:00 pm",29.154,15193.1,0.976647,7.185,266
"Jul 29, 07:00 pm",29.791,13948.4,0.976061,7.025,274
"Jul 29, 08:00 pm",30.437,5010.42,0.975715,5.349,273
"Jul 29, 09:00 pm",27.177,39856.4,0.976148,9.907,287
"Jul 29, 10:00 pm",24.288,9366.96,0.976681,6.103,306
"Jul 29, 11:00 pm",24.503,0,0.976844,1.285,155
"Jul 30, 12:00 am",23.562,2104.02,0.977029,4.337,165
"Jul 30, 01:00 am",23.227,7832.79,0.976952,5.802,190
"Jul 30, 02:00 am",21.744,3604.46,0.977456,4.853,184
"Jul 30, 03:00 am",20.918,6683.18,0.977582,5.642,210
"Jul 30, 04:00 am",20.816,11518.2,0.977663,6.588,209
"Jul 30, 05:00 am",21.539,2792.24,0.977802,4.633,211
"Jul 30, 06:00 am",22.01,6921.96,0.978013,5.615,189
"Jul 30, 07:00 am",22.2,18112.8,0.977943,7.397,182
"Jul 30, 08:00 am",22.079,13518.5,0.977836,6.808,179
"Jul 30, 09:00 am",22.229,1143.45,0.978114,3.931,201
"Jul 30, 10:00 am",22.288,0,0.978382,3.303,322
"Jul 30, 11:00 am",21.947,0,0.978864,3.21,315
"Jul 30, 12:00 pm",22.431,0,0.979066,2.577,199
"Jul 30, 01:00 pm",23.607,1485.55,0.979452,4.081,189
"Jul 30, 02:00 pm",24.067,5893.92,0.97981,5.451,220
"Jul 30, 03:00 pm",24.407,8217.78,0.980071,5.898,246
"Jul 30, 04:00 pm",25.301,3519.1,0.979589,4.846,241
"Jul 30, 05:00 pm",26.031,0,0.979095,3.204,190
"Jul 30, 06:00 pm",27.105,1518.9,0.978638,4.107,170
"Jul 30, 07:00 pm",24.888,34540.5,0.978933,9.322,225
"Jul 30, 08:00 pm",21.94,11177.8,0.978711,6.536,264
"Jul 30, 09:00 pm",23.957,0,0.978239,3.292,209
"Jul 30, 10:00 pm",25.241,0,0.978044,3.203,172
"Jul 30, 11:00 pm",25.518,0,0.977782,3.52,144
"Jul 31, 12:00 am",23.905,2291.92,0.977547,4.416,123
"Jul 31, 01:00 am",23.167,24440.3,0.977381,8.212,142
"Jul 31, 02:00 am",22.073,673.555,0.978534,3.689,262
"Jul 31, 03:00 am",21.945,1049.98,0.978163,3.862,179
"Jul 31, 04:00 am",21.501,4304.94,0.97769,5.059,216
"Jul 31, 05:00 am",22.22,10663.4,0.977553,6.323,185
"Jul 31, 06:00 am",22.808,16231.2,0.977638,7.176,195
"Jul 31, 07:00 am",22.574,26791.3,0.978032,8.463,221
"Jul 31, 08:00 am",22.289,21037.1,0.978091,7.797,229
"Jul 31, 09:00 am",22.296,20584.6,0.978461,7.758,217
"Jul 31, 10:00 am",22.428,21148.9,0.978958,7.805,224
"Jul 31, 11:00 am",22.496,14479,0.97933,6.942,234
"Jul 31, 12:00 pm",22.745,11178.1,0.9798,6.458,229
"Jul 31, 01:00 pm",23.369,6504.44,0.98026,5.56,232
"Jul 31, 02:00 pm",23.986,5691.5,0.980577,5.473,264
"Jul 31, 03:00 pm",25.353,5691.22,0.980672,5.462,262
"Jul 31, 04:00 pm",26.599,2819.58,0.980642,4.679,265
"Jul 31, 05:00 pm",27.704,1615.6,0.980479,4.214,267
"Jul 31, 06:00 pm",29.006,3118.56,0.980239,4.805,270
"Jul 31, 07:00 pm",29.67,5255.35,0.979988,5.363,279
"Jul 31, 08:00 pm",29.962,4894.82,0.979766,5.278,278
"Jul 31, 09:00 pm",30.124,4767.31,0.979769,5.215,282
"Jul 31, 10:00 pm",29.716,4482.9,0.979816,5.151,280
"Jul 31, 11:00 pm",28.631,3149.3,0.97986,4.811,272
"Aug 1, 12:00 am",25.846,5987.31,0.980028,5.562,271
"Aug 1, 01:00 am",24.469,2382.1,0.980403,4.51,273
"Aug 1, 02:00 am",23.472,3618.39,0.980684,4.885,281
"Aug 1, 03:00 am",22.614,1964.35,0.980837,4.283,299
"Aug 1, 04:00 am",22.342,0,0.980641,2.92,326
"Aug 1, 05:00 am",21.43,0,0.980613,2.101,316
"Aug 1, 06:00 am",20.859,0,0.980795,1.416,313
"Aug 1, 07:00 am",20.539,0,0.981015,1.245,325
"Aug 1, 08:00 am",20.364,0,0.981278,0.603,30
"Aug 1, 09:00 am",20.089,0,0.981611,1.165,171
"Aug 1, 10:00 am",19.81,0,0.98197,2.495,205
"Aug 1, 11:00 am",20.657,0,0.982211,2.396,209
"Aug 1, 12:00 pm",22.064,0,0.982394,2.277,178
"Aug 1, 01:00 pm",23.096,0,0.982434,2.665,172
"Aug 1, 02:00 pm",25.57,0,0.982229,2.734,194
"Aug 1, 03:00 pm",27.548,0,0.98184,2.88,215
"Aug 1, 04:00 pm",28.873,0,0.981214,2.706,236
"Aug 1, 05:00 pm",29.376,0,0.980642,3.333,256
"Aug 1, 06:00 pm",27.605,0,0.980245,3.088,264
"Aug 1, 07:00 pm",29.868,1356.34,0.979367,4.036,246
"Aug 1, 08:00 pm",29.581,1015.08,0.97877,3.86,231
"Aug 1, 09:00 pm",30.792,1062.27,0.978181,3.919,206
"Aug 1, 10:00 pm",30.821,5802.93,0.97818,5.527,206
"Aug 1, 11:00 pm",25.219,54489.9,0.979554,13.61,272
"Aug 2, 12:00 am",22.537,7513.42,0.980045,5.817,275
"Aug 2, 01:00 am",22.61,0,0.979744,3.302,242
"Aug 2, 02:00 am",22.47,1112.73,0.979705,3.894,180
"Aug 2, 03:00 am",22.742,4280.29,0.979519,5.039,181
"Aug 2, 04:00 am",22.654,4714.59,0.979155,5.15,179
"Aug 2, 05:00 am",22.584,5182.23,0.979019,5.269,182
"Aug 2, 06:00 am",22.389,11051.9,0.979022,6.428,194
"Aug 2, 07:00 am",22.018,12522.4,0.979006,6.723,213
"Aug 2, 08:00 am",22.04,11522.3,0.979088,6.517,221
"Aug 2, 09:00 am",22.079,9519.05,0.979309,6.109,230
"Aug 2, 10:00 am",22.234,4687.59,0.979463,5.149,234
"Aug 2, 11:00 am",22.331,687.42,0.979511,3.682,240
"Aug 2, 12:00 pm",22.442,630.565,0.97965,3.649,253
"Aug 2, 01:00 pm",23.287,2646.53,0.97987,4.596,276
"Aug 2, 02:00 pm",24.803,1725.84,0.979975,4.194,286
"Aug 2, 03:00 pm",25.677,1207.56,0.980118,3.949,294
"Aug 2, 04:00 pm",27.048,0,0.979961,3.598,286
"Aug 2, 05:00 pm",27.493,1858.42,0.979815,4.25,291
"Aug 2, 06:00 pm",28.968,3461.05,0.979348,4.835,292
"Aug 2, 07:00 pm",29.596,5454.66,0.979024,5.373,291
"Aug 2, 08:00 pm",29.841,5862.37,0.978837,5.468,289
"Aug 2, 09:00 pm",29.556,3367.71,0.978861,4.814,285
"Aug 2, 10:00 pm",29.503,5852.57,0.978809,5.471,303
"Aug 2, 11:00 pm",28.546,2850.44,0.978748,4.644,308
"Aug 3, 12:00 am",25.028,0,0.978928,3.336,306
"Aug 3, 01:00 am",23.295,0,0.979357,3.402,325
"Aug 3, 02:00 am",22.389,0,0.979571,2.65,337
"Aug 3, 03:00 am",21.658,0,0.979699,2.773,356
"Aug 3, 04:00 am",21.214,0,0.979684,3.153,21
"Aug 3, 05:00 am",20.387,0,0.979812,2.441,47
"Aug 3, 06:00 am",19.984,0,0.980126,2.685,66
"Aug 3, 07:00 am",19.562,0,0.98029,2.153,91
"Aug 3, 08:00 am",19.412,0,0.980353,1.408,78
"Aug 3, 09:00 am",19.114,0,0.980626,0.941,138
"Aug 3, 10:00 am",18.64,0,0.981065,1.554,144
"Aug 3, 11:00 am",19.269,0,0.981452,3.296,135
"Aug 3, 12:00 pm",22.146,0,0.981571,2.276,145
"Aug 3, 01:00 pm",24.498,0,0.981767,1.926,165
"Aug 3, 02:00 pm",26.521,0,0.981671,1.937,199
"Aug 3, 03:00 pm",27.685,0,0.981542,2.082,224
"Aug 3, 04:00 pm",28.546,0,0.981215,2.718,241
"Aug 3, 05:00 pm",29.091,0,0.980921,2.57,248
"Aug 3, 06:00 pm",30.031,0,0.980498,2.875,258
"Aug 3, 07:00 pm",30.67,0,0.980016,3.021,263
"Aug 3, 08:00 pm",31.129,0,0.97956,2.7,256
"Aug 3, 09:00 pm",31.359,296.5,0.979232,3.642,273
"Aug 3, 10:00 pm",31.165,531.884,0.979147,3.629,258
"Aug 3, 11:00 pm",30.053,1145.74,0.979166,3.952,211
"Aug 4, 12:00 am",27.165,6093.51,0.979186,5.57,207
"Aug 4, 01:00 am",26.108,11154.6,0.979599,6.485,238
"Aug 4, 02:00 am",24.056,4572.65,0.979779,5.121,251
"Aug 4, 03:00 am",22.884,0,0.979656,3.233,234
"Aug 4, 04:00 am",22.617,2389.45,0.979562,4.442,219
"Aug 4, 05:00 am",22.186,2874.04,0.979531,4.647,214
"Aug 4, 06:00 am",22.007,1456.74,0.979626,4.107,207
"Aug 4, 07:00 am",21.959,1570.21,0.979875,4.152,211
"Aug 4, 08:00 am",21.873,4606.42,0.980086,5.119,220
"Aug 4, 09:00 am",21.376,4286.07,0.98053,5.063,214
"Aug 4, 10:00 am",21.096,6295.18,0.980815,5.558,212
"Aug 4, 11:00 am",21.662,9303.93,0.980854,6.075,219
"Aug 4, 12:00 pm",24.038,0,0.981042,3.083,227
"Aug 4, 01:00 pm",25.916,0,0.981086,2.786,211
"Aug 4, 02:00 pm",27.755,0,0.981227,3.235,214
"Aug 4, 03:00 pm",29.359,0,0.981086,3.51,227
"Aug 4, 04:00 pm",30.815,731.191,0.980662,3.713,243
"Aug 4, 05:00 pm",32.049,1000.37,0.980263,3.853,250
"Aug 4, 06:00 pm",32.98,1351.29,0.979796,4.08,264
"Aug 4, 07:00 pm",33.566,2861.65,0.979329,4.726,266
"Aug 4, 08:00 pm",33.841,2152.91,0.978811,4.419,262
"Aug 4, 09:00 pm",33.917,1230.48,0.97839,4,261
"Aug 4, 10:00 pm",33.723,0,0.978486,3.487,263
"Aug 4, 11:00 pm",32.218,0,0.978389,2.429,273
"Aug 5, 12:00 am",28,0,0.978379,3.356,244
"Aug 5, 01:00 am",25.019,13653.8,0.978614,6.849,251
"Aug 5, 02:00 am",23.633,23021.7,0.978768,8.043,245
"Aug 5, 03:00 am",22.635,8151.15,0.979223,5.915,260
